ID,Type,Date,Time,Source,Latitude,Longitude,InDC
6D52-653908,Single Gunshot,2024-04-01,01:16:46,WashingtonDC6D,38.907,-76.952,True
7D53-752235,Multiple Gunshots,2024-04-01,01:58:51,WashingtonDC7D,38.837,-77.006,True
5D51-324790,Single Gunshot,2024-04-01,04:10:28,WashingtonDC5D,38.906,-76.978,True
1D49-314413,Multiple Gunshots,2024-04-01,05:17:14,WashingtonDC1D,38.879,-76.99,True
1D49-314414,Multiple Gunshots,2024-04-01,05:17:23,WashingtonDC1D,38.879,-76.99,True
6D52-653985,Multiple Gunshots,2024-04-01,05:59:10,WashingtonDC6D,38.907,-76.953,True
3D48-213104,Probable Gunfire,2024-04-01,07:06:35,WashingtonDC3D,38.906,-77.013,True
6D52-653986,Multiple Gunshots,2024-04-01,07:08:00,WashingtonDC6D,38.885,-76.955,True
6D52-654060,Multiple Gunshots,2024-04-01,17:27:01,WashingtonDC6D,38.867,-76.986,True
6D52-654070,Multiple Gunshots,2024-04-01,18:32:06,WashingtonDC6D,38.89,-76.937,True
7D53-752353,Multiple Gunshots,2024-04-01,21:25:53,WashingtonDC7D,38.842,-76.987,True
7D53-752355,Multiple Gunshots,2024-04-01,23:12:14,WashingtonDC7D,38.848,-76.984,True
6D52-654081,Single Gunshot,2024-04-01,23:55:29,WashingtonDC6D,38.89,-76.941,True
5D51-324854,Multiple Gunshots,2024-04-02,00:55:31,WashingtonDC5D,38.903,-76.975,True
4D50-227525,Multiple Gunshots,2024-04-02,01:19:16,WashingtonDC4D,38.92,-77.022,True
4D50-227526,Multiple Gunshots,2024-04-02,01:19:21,WashingtonDC4D,38.919,-77.024,True
7D53-752357,Single Gunshot,2024-04-02,06:24:45,WashingtonDC7D,38.819,-77.008,True
7D53-752391,Multiple Gunshots,2024-04-02,11:25:45,WashingtonDC7D,38.856,-76.975,True
5D51-324861,Single Gunshot,2024-04-02,14:22:27,WashingtonDC5D,38.896,-76.981,True
5D51-324862,Multiple Gunshots,2024-04-02,14:22:39,WashingtonDC5D,38.897,-76.981,True
7D53-752403,Multiple Gunshots,2024-04-02,17:23:41,WashingtonDC7D,38.86,-76.988,True
7D53-752406,Multiple Gunshots,2024-04-02,20:09:12,WashingtonDC7D,38.86,-76.994,True
4D50-227539,Multiple Gunshots,2024-04-02,20:27:40,WashingtonDC4D,38.965,-77.033,True
6D52-654127,Single Gunshot,2024-04-02,20:38:52,WashingtonDC6D,38.91,-76.939,True
7D53-752408,Single Gunshot,2024-04-02,20:50:06,WashingtonDC7D,38.831,-76.993,True
6D52-654128,Multiple Gunshots,2024-04-02,21:17:03,WashingtonDC6D,38.88,-76.956,True
6D52-654144,Multiple Gunshots,2024-04-03,00:34:49,WashingtonDC6D,38.893,-76.951,True
6D52-654145,Multiple Gunshots,2024-04-03,00:35:17,WashingtonDC6D,38.893,-76.951,True
1D49-314472,Single Gunshot,2024-04-03,18:24:01,WashingtonDC1D,38.885,-76.986,True
1D49-314473,Single Gunshot,2024-04-03,20:44:09,WashingtonDC1D,38.888,-76.983,True
1D49-314474,Multiple Gunshots,2024-04-03,20:44:11,WashingtonDC1D,38.887,-76.983,True
7D53-752472,Multiple Gunshots,2024-04-03,22:48:32,WashingtonDC7D,38.842,-76.988,True
7D53-752473,Multiple Gunshots,2024-04-03,23:09:41,WashingtonDC7D,38.849,-76.965,False
7D53-752474,Multiple Gunshots,2024-04-04,00:00:57,WashingtonDC7D,38.861,-76.988,True
7D53-752477,Single Gunshot,2024-04-04,01:12:00,WashingtonDC7D,38.848,-76.984,True
7D53-752478,Single Gunshot,2024-04-04,01:12:13,WashingtonDC7D,38.848,-76.984,True
5D51-324933,Single Gunshot,2024-04-04,01:35:08,WashingtonDC5D,38.914,-77.001,True
1D49-314502,Single Gunshot,2024-04-04,02:05:33,WashingtonDC1D,38.878,-77.022,True
6D52-654216,Multiple Gunshots,2024-04-04,03:19:34,WashingtonDC6D,38.897,-76.943,True
6D52-654217,Multiple Gunshots,2024-04-04,03:19:41,WashingtonDC6D,38.897,-76.943,True
3D48-213156,Multiple Gunshots,2024-04-04,03:24:27,WashingtonDC3D,38.916,-77.012,True
7D53-752528,Multiple Gunshots,2024-04-04,04:43:47,WashingtonDC7D,38.844,-76.999,True
7D53-752529,Multiple Gunshots,2024-04-04,05:44:13,WashingtonDC7D,38.855,-76.973,True
6D52-654313,Multiple Gunshots,2024-04-04,14:01:50,WashingtonDC6D,38.903,-76.946,True
6D52-654322,Single Gunshot,2024-04-04,16:06:59,WashingtonDC6D,38.901,-76.947,True
6D52-654345,Single Gunshot,2024-04-04,17:35:19,WashingtonDC6D,38.894,-76.934,True
6D52-654386,Multiple Gunshots,2024-04-04,20:27:49,WashingtonDC6D,38.892,-76.948,True
7D53-752636,Multiple Gunshots,2024-04-04,22:14:13,WashingtonDC7D,38.827,-77.006,True
6D52-654421,Multiple Gunshots,2024-04-04,22:21:43,WashingtonDC6D,38.895,-76.922,True
7D53-752654,Multiple Gunshots,2024-04-05,01:53:55,WashingtonDC7D,38.841,-77.008,True
4D50-227641,Single Gunshot,2024-04-05,02:06:52,WashingtonDC4D,38.953,-77.027,True
6D52-654437,Multiple Gunshots,2024-04-05,02:18:40,WashingtonDC6D,38.87,-76.98,True
7D53-752657,Multiple Gunshots,2024-04-05,04:32:16,WashingtonDC7D,38.833,-76.996,True
6D52-654462,Single Gunshot,2024-04-05,13:17:05,WashingtonDC6D,38.881,-76.96,True
6D52-654464,Multiple Gunshots,2024-04-05,13:17:44,WashingtonDC6D,38.88,-76.96,True
6D52-654468,Multiple Gunshots,2024-04-05,13:48:35,WashingtonDC6D,38.89,-76.935,True
7D53-752695,Multiple Gunshots,2024-04-05,20:22:52,WashingtonDC7D,38.854,-76.992,True
1D49-314569,Single Gunshot,2024-04-05,20:54:48,WashingtonDC1D,38.883,-76.989,True
6D52-654520,Multiple Gunshots,2024-04-06,00:05:03,WashingtonDC6D,38.906,-76.949,True
6D52-654521,Multiple Gunshots,2024-04-06,00:05:10,WashingtonDC6D,38.906,-76.95,True
7D53-752711,Multiple Gunshots,2024-04-06,00:15:11,WashingtonDC7D,38.827,-76.998,True
6D52-654529,Probable Gunfire,2024-04-06,03:13:43,WashingtonDC6D,38.871,-76.949,True
3D48-213253,Single Gunshot,2024-04-06,03:48:38,WashingtonDC3D,38.91,-77.012,True
7D53-752716,Single Gunshot,2024-04-06,03:56:51,WashingtonDC7D,38.855,-76.992,True
6D52-654532,Probable Gunfire,2024-04-06,04:35:58,WashingtonDC6D,38.87,-76.982,True
6D52-654533,Single Gunshot,2024-04-06,04:43:43,WashingtonDC6D,38.893,-76.938,True
6D52-654534,Single Gunshot,2024-04-06,04:45:26,WashingtonDC6D,38.892,-76.939,True
6D52-654568,Multiple Gunshots,2024-04-06,12:45:38,WashingtonDC6D,38.896,-76.948,True
6D52-654596,Probable Gunfire,2024-04-06,17:27:20,WashingtonDC6D,38.898,-76.928,True
7D53-752870,Multiple Gunshots,2024-04-06,20:48:43,WashingtonDC7D,38.866,-76.987,True
6D52-654759,Probable Gunfire,2024-04-06,21:40:35,WashingtonDC6D,38.889,-76.96,True
7D53-752883,Single Gunshot,2024-04-06,22:19:21,WashingtonDC7D,38.844,-76.999,True
6D52-654763,Multiple Gunshots,2024-04-06,22:32:42,WashingtonDC6D,38.897,-76.932,True
3D48-213268,Single Gunshot,2024-04-07,00:43:35,WashingtonDC3D,38.916,-77.023,True
3D48-213270,Single Gunshot,2024-04-07,02:48:24,WashingtonDC3D,38.914,-77.022,True
3D48-213271,Single Gunshot,2024-04-07,02:48:32,WashingtonDC3D,38.914,-77.022,True
7D53-752924,Multiple Gunshots,2024-04-07,03:12:26,WashingtonDC7D,38.824,-77.004,True
7D53-752928,Single Gunshot,2024-04-07,05:35:46,WashingtonDC7D,38.854,-76.989,True
3D48-213273,Single Gunshot,2024-04-07,05:46:48,WashingtonDC3D,38.927,-77.023,True
5D51-325215,Probable Gunfire,2024-04-07,11:51:30,WashingtonDC5D,38.902,-76.977,True
7D53-752942,Single Gunshot,2024-04-07,14:46:57,WashingtonDC7D,38.846,-77.001,True
5D51-325220,Multiple Gunshots,2024-04-07,17:15:22,WashingtonDC5D,38.923,-76.978,True
5D51-325222,Probable Gunfire,2024-04-07,17:15:38,WashingtonDC5D,38.923,-76.978,True
6D52-654902,Probable Gunfire,2024-04-07,20:24:44,WashingtonDC6D,38.88,-76.932,True
7D53-752955,Multiple Gunshots,2024-04-07,20:42:55,WashingtonDC7D,38.826,-77.013,True
7D53-752956,Multiple Gunshots,2024-04-07,20:43:04,WashingtonDC7D,38.826,-77.013,True
7D53-752957,Multiple Gunshots,2024-04-07,20:43:12,WashingtonDC7D,38.826,-77.012,True
7D53-752958,Multiple Gunshots,2024-04-07,20:43:15,WashingtonDC7D,38.827,-77.014,True
7D53-752960,Multiple Gunshots,2024-04-07,20:44:01,WashingtonDC7D,38.826,-77.012,True
7D53-752961,Multiple Gunshots,2024-04-07,20:44:11,WashingtonDC7D,38.826,-77.013,True
7D53-752962,Multiple Gunshots,2024-04-07,20:48:04,WashingtonDC7D,38.847,-76.978,True
7D53-752964,Multiple Gunshots,2024-04-07,20:54:46,WashingtonDC7D,38.85,-76.976,True
1D49-314864,Multiple Gunshots,2024-04-07,21:08:18,WashingtonDC1D,38.88,-77.015,True
5D51-325241,Probable Gunfire,2024-04-07,22:00:17,WashingtonDC5D,38.907,-76.979,True
4D50-227720,Probable Gunfire,2024-04-07,22:10:09,WashingtonDC4D,38.957,-77.024,True
4D50-227722,Single Gunshot,2024-04-07,22:25:02,WashingtonDC4D,38.95,-77.017,True
7D53-752985,Single Gunshot,2024-04-07,22:59:10,WashingtonDC7D,38.821,-77.005,True
7D53-752988,Multiple Gunshots,2024-04-07,23:11:45,WashingtonDC7D,38.85,-76.971,True
7D53-752990,Single Gunshot,2024-04-08,00:22:11,WashingtonDC7D,38.846,-76.977,True
6D52-654933,Single Gunshot,2024-04-08,00:43:42,WashingtonDC6D,38.879,-76.931,True
4D50-227727,Multiple Gunshots,2024-04-08,01:12:41,WashingtonDC4D,38.941,-77.024,True
7D53-752998,Probable Gunfire,2024-04-08,01:26:39,WashingtonDC7D,38.841,-77.004,True
4D50-227729,Single Gunshot,2024-04-08,01:45:53,WashingtonDC4D,38.943,-77.028,True
7D53-753008,Single Gunshot,2024-04-08,02:58:55,WashingtonDC7D,38.855,-76.973,True
7D53-753011,Single Gunshot,2024-04-08,04:42:03,WashingtonDC7D,38.833,-77.003,True
3D48-213316,Multiple Gunshots,2024-04-08,15:27:09,WashingtonDC3D,38.909,-77.009,True
5D51-325260,Multiple Gunshots,2024-04-08,15:27:12,WashingtonDC5D,38.91,-77.009,True
7D53-753074,Multiple Gunshots,2024-04-08,18:22:30,WashingtonDC7D,38.856,-76.99,True
7D53-753075,Multiple Gunshots,2024-04-08,18:22:36,WashingtonDC7D,38.856,-76.991,True
7D53-753076,Multiple Gunshots,2024-04-08,18:22:43,WashingtonDC7D,38.856,-76.991,True
7D53-753077,Multiple Gunshots,2024-04-08,18:22:52,WashingtonDC7D,38.856,-76.991,True
7D53-753086,Multiple Gunshots,2024-04-08,20:30:14,WashingtonDC7D,38.854,-76.986,True
6D52-655148,Multiple Gunshots,2024-04-08,21:10:53,WashingtonDC6D,38.893,-76.95,True
6D52-655152,Single Gunshot,2024-04-08,21:21:57,WashingtonDC6D,38.897,-76.948,True
6D52-655155,Single Gunshot,2024-04-08,21:22:37,WashingtonDC6D,38.901,-76.944,True
6D52-655157,Multiple Gunshots,2024-04-08,21:33:51,WashingtonDC6D,38.882,-76.926,True
6D52-655186,Multiple Gunshots,2024-04-08,22:26:56,WashingtonDC6D,38.873,-76.966,True
6D52-655203,Multiple Gunshots,2024-04-08,23:03:11,WashingtonDC6D,38.867,-76.945,True
6D52-655214,Multiple Gunshots,2024-04-08,23:10:58,WashingtonDC6D,38.89,-76.931,True
6D52-655233,Probable Gunfire,2024-04-08,23:16:59,WashingtonDC6D,38.864,-76.948,True
6D52-655239,Probable Gunfire,2024-04-08,23:21:50,WashingtonDC6D,38.875,-76.954,True
6D52-655241,Multiple Gunshots,2024-04-08,23:21:56,WashingtonDC6D,38.886,-76.934,True
7D53-753122,Single Gunshot,2024-04-08,23:31:15,WashingtonDC7D,38.865,-76.982,True
4D50-227793,Multiple Gunshots,2024-04-08,23:43:17,WashingtonDC4D,38.939,-77.025,True
4D50-227794,Probable Gunfire,2024-04-08,23:43:31,WashingtonDC4D,38.939,-77.025,True
4D50-227796,Multiple Gunshots,2024-04-09,01:10:24,WashingtonDC4D,38.937,-77.025,True
7D53-753138,Multiple Gunshots,2024-04-09,01:11:27,WashingtonDC7D,38.832,-76.988,True
7D53-753142,Single Gunshot,2024-04-09,02:17:58,WashingtonDC7D,38.828,-77.0,True
4D50-227801,Single Gunshot,2024-04-09,02:31:32,WashingtonDC4D,38.944,-77.024,True
6D52-655275,Multiple Gunshots,2024-04-09,03:14:44,WashingtonDC6D,38.89,-76.961,True
7D53-753151,Single Gunshot,2024-04-09,04:25:34,WashingtonDC7D,38.862,-76.982,True
6D52-655352,Multiple Gunshots,2024-04-09,11:51:18,WashingtonDC6D,38.886,-76.956,True
7D53-753369,Multiple Gunshots,2024-04-09,20:19:32,WashingtonDC7D,38.846,-76.998,True
5D51-325485,Single Gunshot,2024-04-09,20:53:19,WashingtonDC5D,38.923,-76.999,True
7D53-753379,Single Gunshot,2024-04-09,21:37:40,WashingtonDC7D,38.848,-76.966,False
7D53-753382,Multiple Gunshots,2024-04-09,22:05:50,WashingtonDC7D,38.832,-77.005,True
6D52-655643,Multiple Gunshots,2024-04-09,22:13:59,WashingtonDC6D,38.893,-76.925,True
7D53-753384,Single Gunshot,2024-04-09,22:43:17,WashingtonDC7D,38.853,-76.985,True
7D53-753385,Single Gunshot,2024-04-09,23:05:05,WashingtonDC7D,38.856,-76.974,True
7D53-753388,Multiple Gunshots,2024-04-10,00:25:17,WashingtonDC7D,38.856,-76.972,True
7D53-753389,Single Gunshot,2024-04-10,00:25:33,WashingtonDC7D,38.856,-76.972,True
6D52-655652,Single Gunshot,2024-04-10,01:52:36,WashingtonDC6D,38.905,-76.95,True
7D53-753392,Single Gunshot,2024-04-10,06:38:25,WashingtonDC7D,38.823,-76.999,True
6D52-655812,Single Gunshot,2024-04-10,16:00:23,WashingtonDC6D,38.885,-76.919,False
7D53-753477,Multiple Gunshots,2024-04-10,18:23:29,WashingtonDC7D,38.837,-76.992,True
3D48-213537,Single Gunshot,2024-04-10,20:45:53,WashingtonDC3D,38.909,-77.01,True
5D51-325545,Multiple Gunshots,2024-04-10,20:58:51,WashingtonDC5D,38.909,-76.993,True
1D49-315124,Single Gunshot,2024-04-10,21:01:18,WashingtonDC1D,38.9,-76.991,True
4D50-227933,Multiple Gunshots,2024-04-10,21:14:02,WashingtonDC4D,38.936,-77.027,True
7D53-753500,Single Gunshot,2024-04-10,21:29:48,WashingtonDC7D,38.828,-77.009,True
6D52-655900,Single Gunshot,2024-04-10,21:57:52,WashingtonDC6D,38.868,-76.986,True
6D52-655919,Probable Gunfire,2024-04-10,22:04:38,WashingtonDC6D,38.875,-76.966,True
6D52-655948,Multiple Gunshots,2024-04-10,23:51:31,WashingtonDC6D,38.904,-76.934,True
6D52-655949,Multiple Gunshots,2024-04-11,01:12:00,WashingtonDC6D,38.901,-76.948,True
6D52-655950,Multiple Gunshots,2024-04-11,01:12:07,WashingtonDC6D,38.901,-76.948,True
6D52-655951,Single Gunshot,2024-04-11,01:12:17,WashingtonDC6D,38.901,-76.948,True
7D53-753511,Single Gunshot,2024-04-11,01:49:56,WashingtonDC7D,38.833,-76.991,True
7D53-753512,Single Gunshot,2024-04-11,01:50:05,WashingtonDC7D,38.833,-76.991,True
7D53-753513,Multiple Gunshots,2024-04-11,01:51:01,WashingtonDC7D,38.854,-76.991,True
7D53-753515,Multiple Gunshots,2024-04-11,02:46:01,WashingtonDC7D,38.855,-76.992,True
7D53-753516,Multiple Gunshots,2024-04-11,02:46:10,WashingtonDC7D,38.855,-76.991,True
7D53-753519,Multiple Gunshots,2024-04-11,02:53:54,WashingtonDC7D,38.855,-76.992,True
7D53-753520,Single Gunshot,2024-04-11,03:37:26,WashingtonDC7D,38.85,-76.964,False
7D53-753543,Multiple Gunshots,2024-04-11,11:00:29,WashingtonDC7D,38.85,-76.965,True
7D53-753544,Multiple Gunshots,2024-04-11,11:02:00,WashingtonDC7D,38.85,-76.965,True
7D53-753545,Multiple Gunshots,2024-04-11,11:02:05,WashingtonDC7D,38.85,-76.966,True
6D52-656052,Single Gunshot,2024-04-11,13:52:38,WashingtonDC6D,38.892,-76.912,True
4D50-227958,Single Gunshot,2024-04-11,16:43:56,WashingtonDC4D,38.948,-77.026,True
6D52-656105,Multiple Gunshots,2024-04-11,19:29:58,WashingtonDC6D,38.885,-76.956,True
6D52-656108,Single Gunshot,2024-04-11,19:31:50,WashingtonDC6D,38.877,-76.964,True
6D52-656109,Multiple Gunshots,2024-04-11,19:32:21,WashingtonDC6D,38.877,-76.965,True
7D53-753582,Multiple Gunshots,2024-04-11,19:46:27,WashingtonDC7D,38.823,-77.003,True
1D49-315153,Single Gunshot,2024-04-11,21:40:06,WashingtonDC1D,38.874,-77.011,True
6D52-656126,Multiple Gunshots,2024-04-11,22:05:08,WashingtonDC6D,38.905,-76.949,True
7D53-753604,Multiple Gunshots,2024-04-11,23:04:00,WashingtonDC7D,38.842,-76.983,True
7D53-753608,Multiple Gunshots,2024-04-11,23:49:54,WashingtonDC7D,38.847,-76.97,True
7D53-753609,Single Gunshot,2024-04-12,01:10:47,WashingtonDC7D,38.825,-77.009,True
7D53-753610,Multiple Gunshots,2024-04-12,01:11:05,WashingtonDC7D,38.825,-77.009,True
6D52-656153,Single Gunshot,2024-04-12,02:13:34,WashingtonDC6D,38.9,-76.944,True
6D52-656196,Multiple Gunshots,2024-04-12,21:12:12,WashingtonDC6D,38.88,-76.932,True
6D52-656206,Single Gunshot,2024-04-12,21:15:44,WashingtonDC6D,38.893,-76.939,True
6D52-656221,Multiple Gunshots,2024-04-12,23:13:03,WashingtonDC6D,38.9,-76.943,True
6D52-656222,Multiple Gunshots,2024-04-12,23:13:14,WashingtonDC6D,38.9,-76.944,True
1D49-315185,Multiple Gunshots,2024-04-13,01:09:21,WashingtonDC1D,38.877,-76.991,True
5D51-325626,Multiple Gunshots,2024-04-13,01:14:27,WashingtonDC5D,38.907,-76.984,True
5D51-325627,Multiple Gunshots,2024-04-13,01:14:36,WashingtonDC5D,38.907,-76.984,True
6D52-656246,Multiple Gunshots,2024-04-13,01:43:34,WashingtonDC6D,38.867,-76.971,True
7D53-753673,Multiple Gunshots,2024-04-13,01:48:59,WashingtonDC7D,38.854,-76.991,True
7D53-753674,Single Gunshot,2024-04-13,01:49:25,WashingtonDC7D,38.854,-76.972,True
7D53-753675,Multiple Gunshots,2024-04-13,02:03:22,WashingtonDC7D,38.851,-76.973,True
6D52-656249,Multiple Gunshots,2024-04-13,03:06:59,WashingtonDC6D,38.868,-76.976,True
4D50-227986,Single Gunshot,2024-04-13,04:12:42,WashingtonDC4D,38.958,-77.029,True
7D53-753676,Multiple Gunshots,2024-04-13,05:44:35,WashingtonDC7D,38.831,-77.006,True
7D53-753677,Single Gunshot,2024-04-13,06:01:44,WashingtonDC7D,38.834,-77.005,True
5D51-325630,Multiple Gunshots,2024-04-13,06:31:59,WashingtonDC5D,38.922,-77.007,True
4D50-227987,Multiple Gunshots,2024-04-13,12:19:45,WashingtonDC4D,38.961,-77.029,True
7D53-753698,Single Gunshot,2024-04-13,23:34:16,WashingtonDC7D,38.861,-76.989,True
6D52-656286,Multiple Gunshots,2024-04-14,00:27:26,WashingtonDC6D,38.873,-76.966,True
6D52-656287,Single Gunshot,2024-04-14,00:40:58,WashingtonDC6D,38.879,-76.955,True
7D53-753706,Single Gunshot,2024-04-14,01:46:19,WashingtonDC7D,38.841,-76.988,True
7D53-753707,Multiple Gunshots,2024-04-14,01:48:48,WashingtonDC7D,38.855,-76.992,True
7D53-753708,Multiple Gunshots,2024-04-14,02:17:21,WashingtonDC7D,38.854,-76.977,True
7D53-753710,Multiple Gunshots,2024-04-14,02:22:08,WashingtonDC7D,38.841,-76.988,True
7D53-753712,Single Gunshot,2024-04-14,02:53:03,WashingtonDC7D,38.824,-77.01,True
6D52-656301,Multiple Gunshots,2024-04-14,03:13:49,WashingtonDC6D,38.89,-76.961,True
6D52-656303,Multiple Gunshots,2024-04-14,03:15:35,WashingtonDC6D,38.881,-76.923,False
7D53-753718,Multiple Gunshots,2024-04-14,03:23:15,WashingtonDC7D,38.854,-76.982,True
7D53-753717,Multiple Gunshots,2024-04-14,03:23:16,WashingtonDC7D,38.854,-76.984,True
6D52-656306,Single Gunshot,2024-04-14,03:38:08,WashingtonDC6D,38.898,-76.924,True
7D53-753720,Single Gunshot,2024-04-14,03:59:56,WashingtonDC7D,38.859,-76.986,True
6D52-656308,Single Gunshot,2024-04-14,04:06:51,WashingtonDC6D,38.884,-76.962,True
6D52-656309,Multiple Gunshots,2024-04-14,04:07:02,WashingtonDC6D,38.884,-76.962,True
6D52-656328,Single Gunshot,2024-04-14,11:57:00,WashingtonDC6D,38.909,-76.941,True
3D48-213599,Multiple Gunshots,2024-04-14,13:33:56,WashingtonDC3D,38.935,-77.018,True
4D50-228016,Multiple Gunshots,2024-04-14,13:33:57,WashingtonDC4D,38.935,-77.025,True
7D53-753740,Multiple Gunshots,2024-04-14,16:41:53,WashingtonDC7D,38.843,-76.985,True
7D53-753744,Multiple Gunshots,2024-04-14,20:13:26,WashingtonDC7D,38.831,-76.994,True
7D53-753757,Probable Gunfire,2024-04-14,22:39:09,WashingtonDC7D,38.854,-76.981,True
7D53-753758,Multiple Gunshots,2024-04-14,22:47:53,WashingtonDC7D,38.854,-76.986,True
7D53-753759,Multiple Gunshots,2024-04-14,22:47:56,WashingtonDC7D,38.856,-76.988,True
7D53-753761,Multiple Gunshots,2024-04-14,23:04:17,WashingtonDC7D,38.846,-76.982,True
7D53-753766,Single Gunshot,2024-04-14,23:31:22,WashingtonDC7D,38.859,-76.995,True
7D53-753767,Probable Gunfire,2024-04-14,23:51:04,WashingtonDC7D,38.856,-76.992,True
7D53-753769,Multiple Gunshots,2024-04-15,00:47:05,WashingtonDC7D,38.843,-76.985,True
7D53-753770,Multiple Gunshots,2024-04-15,00:48:13,WashingtonDC7D,38.843,-76.985,True
5D51-325782,Single Gunshot,2024-04-15,01:13:57,WashingtonDC5D,38.897,-76.982,True
7D53-753773,Single Gunshot,2024-04-15,01:44:31,WashingtonDC7D,38.844,-76.974,True
6D52-656414,Single Gunshot,2024-04-15,01:52:38,WashingtonDC6D,38.89,-76.922,True
6D52-656415,Single Gunshot,2024-04-15,02:35:44,WashingtonDC6D,38.904,-76.926,True
7D53-753780,Single Gunshot,2024-04-15,02:42:21,WashingtonDC7D,38.834,-77.008,True
4D50-228053,Multiple Gunshots,2024-04-15,12:04:32,WashingtonDC4D,38.96,-77.026,True
7D53-753808,Single Gunshot,2024-04-15,12:08:11,WashingtonDC7D,38.859,-76.984,True
4D50-228080,Multiple Gunshots,2024-04-15,19:57:53,WashingtonDC4D,38.965,-77.03,True
7D53-753943,Single Gunshot,2024-04-15,20:13:12,WashingtonDC7D,38.842,-76.989,True
7D53-753959,Multiple Gunshots,2024-04-15,23:27:58,WashingtonDC7D,38.838,-76.996,True
6D52-656712,Single Gunshot,2024-04-16,00:05:48,WashingtonDC6D,38.884,-76.951,True
6D52-656713,Multiple Gunshots,2024-04-16,00:05:55,WashingtonDC6D,38.884,-76.951,True
6D52-656714,Single Gunshot,2024-04-16,00:06:32,WashingtonDC6D,38.908,-76.952,True
4D50-228088,Multiple Gunshots,2024-04-16,00:15:38,WashingtonDC4D,38.962,-77.028,True
5D51-325862,Single Gunshot,2024-04-16,00:25:34,WashingtonDC5D,38.924,-76.987,True
6D52-656716,Multiple Gunshots,2024-04-16,00:28:08,WashingtonDC6D,38.885,-76.947,True
7D53-753963,Multiple Gunshots,2024-04-16,00:29:19,WashingtonDC7D,38.841,-76.987,True
7D53-753965,Multiple Gunshots,2024-04-16,01:14:53,WashingtonDC7D,38.841,-76.992,True
6D52-656718,Multiple Gunshots,2024-04-16,02:49:29,WashingtonDC6D,38.891,-76.953,True
6D52-656719,Single Gunshot,2024-04-16,02:51:07,WashingtonDC6D,38.893,-76.952,True
7D53-753966,Single Gunshot,2024-04-16,05:33:24,WashingtonDC7D,38.836,-76.996,True
5D51-325863,Single Gunshot,2024-04-16,05:34:30,WashingtonDC5D,38.92,-76.99,True
7D53-753999,Single Gunshot,2024-04-16,18:17:03,WashingtonDC7D,38.853,-76.99,True
7D53-754000,Multiple Gunshots,2024-04-16,19:13:52,WashingtonDC7D,38.844,-76.97,False
7D53-754019,Multiple Gunshots,2024-04-16,20:16:45,WashingtonDC7D,38.842,-76.988,True
6D52-656904,Multiple Gunshots,2024-04-16,21:19:22,WashingtonDC6D,38.898,-76.944,True
7D53-754026,Single Gunshot,2024-04-16,21:49:25,WashingtonDC7D,38.862,-76.986,True
7D53-754028,Multiple Gunshots,2024-04-16,21:53:19,WashingtonDC7D,38.833,-76.991,True
5D51-325905,Multiple Gunshots,2024-04-16,22:30:40,WashingtonDC5D,38.9,-76.981,True
5D51-325906,Multiple Gunshots,2024-04-16,22:30:44,WashingtonDC5D,38.902,-76.981,True
5D51-325907,Single Gunshot,2024-04-16,22:36:13,WashingtonDC5D,38.898,-76.983,True
7D53-754033,Multiple Gunshots,2024-04-16,22:48:47,WashingtonDC7D,38.828,-76.997,True
5D51-325908,Single Gunshot,2024-04-16,22:49:38,WashingtonDC5D,38.897,-76.982,True
7D53-754034,Multiple Gunshots,2024-04-16,23:00:52,WashingtonDC7D,38.848,-76.966,False
7D53-754036,Multiple Gunshots,2024-04-16,23:21:18,WashingtonDC7D,38.841,-76.987,True
5D51-325912,Multiple Gunshots,2024-04-17,01:11:46,WashingtonDC5D,38.897,-76.975,True
7D53-754040,Multiple Gunshots,2024-04-17,01:28:07,WashingtonDC7D,38.842,-76.987,True
7D53-754041,Multiple Gunshots,2024-04-17,01:30:20,WashingtonDC7D,38.842,-76.987,True
6D52-656931,Single Gunshot,2024-04-17,02:32:58,WashingtonDC6D,38.889,-76.956,True
5D51-325913,Multiple Gunshots,2024-04-17,02:51:24,WashingtonDC5D,38.919,-76.984,True
5D51-325915,Single Gunshot,2024-04-17,03:02:19,WashingtonDC5D,38.896,-76.98,True
3D48-213784,Multiple Gunshots,2024-04-17,03:04:15,WashingtonDC3D,38.919,-77.016,True
1D49-315377,Multiple Gunshots,2024-04-17,13:52:07,WashingtonDC1D,38.87,-77.011,True
7D53-754124,Multiple Gunshots,2024-04-17,18:08:52,WashingtonDC7D,38.856,-76.972,True
7D53-754160,Single Gunshot,2024-04-17,21:17:44,WashingtonDC7D,38.825,-77.01,True
3D48-213802,Multiple Gunshots,2024-04-17,21:44:32,WashingtonDC3D,38.914,-77.022,True
7D53-754171,Multiple Gunshots,2024-04-17,23:04:13,WashingtonDC7D,38.846,-76.985,True
7D53-754177,Multiple Gunshots,2024-04-17,23:45:03,WashingtonDC7D,38.822,-77.006,True
7D53-754190,Multiple Gunshots,2024-04-18,00:17:51,WashingtonDC7D,38.832,-76.992,True
6D52-657280,Multiple Gunshots,2024-04-18,00:34:45,WashingtonDC6D,38.894,-76.93,True
6D52-657281,Multiple Gunshots,2024-04-18,00:34:48,WashingtonDC6D,38.894,-76.93,True
6D52-657282,Multiple Gunshots,2024-04-18,00:34:57,WashingtonDC6D,38.894,-76.93,True
6D52-657283,Multiple Gunshots,2024-04-18,00:35:03,WashingtonDC6D,38.893,-76.93,True
