ID,Type,Date,Time,Source,Latitude,Longitude,InDC
7D53-765914,Single Gunshot,2024-06-26,02:03:06,WashingtonDC7D,38.831,-77.002,True
7D53-765916,Single Gunshot,2024-06-26,02:38:54,WashingtonDC7D,38.833,-77.001,True
6D52-679379,Multiple Gunshots,2024-06-26,02:40:48,WashingtonDC6D,38.867,-76.95,True
6D52-679381,Single Gunshot,2024-06-26,03:25:49,WashingtonDC6D,38.891,-76.953,True
6D52-679382,Single Gunshot,2024-06-26,03:26:00,WashingtonDC6D,38.891,-76.953,True
6D52-679383,Single Gunshot,2024-06-26,03:26:41,WashingtonDC6D,38.89,-76.953,True
6D52-679384,Single Gunshot,2024-06-26,03:26:51,WashingtonDC6D,38.89,-76.953,True
5D51-332468,Multiple Gunshots,2024-06-26,04:07:32,WashingtonDC5D,38.899,-76.982,True
7D53-765947,Probable Gunfire,2024-06-26,15:32:39,WashingtonDC7D,38.83,-76.996,True
1D49-320461,Probable Gunfire,2024-06-26,16:20:13,WashingtonDC1D,38.878,-76.991,True
6D52-679497,Probable Gunfire,2024-06-26,16:31:13,WashingtonDC6D,38.871,-76.949,True
7D53-766041,Single Gunshot,2024-06-26,20:39:11,WashingtonDC7D,38.839,-76.998,True
7D53-766059,Single Gunshot,2024-06-26,20:50:41,WashingtonDC7D,38.829,-76.993,True
6D52-679622,Multiple Gunshots,2024-06-26,21:29:18,WashingtonDC6D,38.889,-76.949,True
7D53-766146,Multiple Gunshots,2024-06-26,21:45:14,WashingtonDC7D,38.823,-77.009,True
4D50-231279,Probable Gunfire,2024-06-26,22:06:02,WashingtonDC4D,38.959,-77.029,True
7D53-766228,Multiple Gunshots,2024-06-26,23:41:10,WashingtonDC7D,38.828,-76.992,False
5D51-332640,Single Gunshot,2024-06-27,03:48:15,WashingtonDC5D,38.902,-76.981,True
1D49-320498,Multiple Gunshots,2024-06-27,04:07:47,WashingtonDC1D,38.883,-76.992,True
7D53-766256,Single Gunshot,2024-06-27,10:09:29,WashingtonDC7D,38.858,-76.987,True
7D53-766300,Probable Gunfire,2024-06-27,15:21:57,WashingtonDC7D,38.828,-77.0,True
7D53-766313,Single Gunshot,2024-06-27,16:39:57,WashingtonDC7D,38.864,-76.978,True
6D52-680106,Multiple Gunshots,2024-06-27,18:35:44,WashingtonDC6D,38.897,-76.947,True
7D53-766562,Multiple Gunshots,2024-06-27,21:43:12,WashingtonDC7D,38.842,-76.987,True
7D53-766563,Multiple Gunshots,2024-06-27,21:43:59,WashingtonDC7D,38.843,-76.987,True
7D53-766564,Multiple Gunshots,2024-06-27,21:44:17,WashingtonDC7D,38.843,-76.985,True
7D53-766565,Multiple Gunshots,2024-06-27,21:44:24,WashingtonDC7D,38.843,-76.985,True
7D53-766580,Multiple Gunshots,2024-06-27,21:54:20,WashingtonDC7D,38.855,-76.973,True
6D52-680332,Multiple Gunshots,2024-06-27,22:01:06,WashingtonDC6D,38.888,-76.927,True
6D52-680351,Multiple Gunshots,2024-06-27,22:19:02,WashingtonDC6D,38.88,-76.926,True
7D53-766706,Multiple Gunshots,2024-06-28,00:37:05,WashingtonDC7D,38.849,-76.976,True
7D53-766711,Single Gunshot,2024-06-28,01:54:16,WashingtonDC7D,38.863,-76.979,True
4D50-231370,Multiple Gunshots,2024-06-28,02:37:52,WashingtonDC4D,38.942,-77.028,True
6D52-680459,Multiple Gunshots,2024-06-28,02:38:04,WashingtonDC6D,38.885,-76.944,True
7D53-766714,Single Gunshot,2024-06-28,03:17:37,WashingtonDC7D,38.855,-76.991,True
7D53-766715,Single Gunshot,2024-06-28,03:24:39,WashingtonDC7D,38.855,-76.991,True
6D52-680697,Single Gunshot,2024-06-28,19:31:58,WashingtonDC6D,38.9,-76.952,True
5D51-332910,Single Gunshot,2024-06-28,20:03:49,WashingtonDC5D,38.92,-76.989,True
7D53-767230,Multiple Gunshots,2024-06-28,22:58:43,WashingtonDC7D,38.851,-76.977,True
4D50-231470,Multiple Gunshots,2024-06-28,23:06:21,WashingtonDC4D,38.932,-77.023,True
4D50-231471,Multiple Gunshots,2024-06-28,23:06:33,WashingtonDC4D,38.932,-77.023,True
7D53-767271,Single Gunshot,2024-06-28,23:30:19,WashingtonDC7D,38.852,-76.973,True
6D52-681257,Single Gunshot,2024-06-29,00:24:12,WashingtonDC6D,38.888,-76.932,True
5D51-333204,Multiple Gunshots,2024-06-29,00:37:00,WashingtonDC5D,38.917,-76.98,True
6D52-681352,Multiple Gunshots,2024-06-29,01:18:23,WashingtonDC6D,38.881,-76.928,True
6D52-681361,Multiple Gunshots,2024-06-29,01:32:59,WashingtonDC6D,38.91,-76.939,True
6D52-681362,Multiple Gunshots,2024-06-29,01:33:05,WashingtonDC6D,38.91,-76.939,True
7D53-767401,Multiple Gunshots,2024-06-29,01:42:39,WashingtonDC7D,38.852,-76.985,True
7D53-767406,Single Gunshot,2024-06-29,02:04:33,WashingtonDC7D,38.837,-77.006,True
7D53-767413,Multiple Gunshots,2024-06-29,02:25:52,WashingtonDC7D,38.855,-76.982,True
7D53-767418,Probable Gunfire,2024-06-29,02:51:13,WashingtonDC7D,38.855,-76.992,True
5D51-333247,Single Gunshot,2024-06-29,03:35:13,WashingtonDC5D,38.906,-77.008,True
4D50-231549,Multiple Gunshots,2024-06-29,03:59:48,WashingtonDC4D,38.949,-77.017,True
7D53-767424,Multiple Gunshots,2024-06-29,04:20:25,WashingtonDC7D,38.85,-76.973,True
4D50-231550,Probable Gunfire,2024-06-29,05:08:34,WashingtonDC4D,38.96,-77.031,True
7D53-767502,Multiple Gunshots,2024-06-29,16:08:11,WashingtonDC7D,38.85,-76.969,True
1D49-320918,Probable Gunfire,2024-06-29,20:40:17,WashingtonDC1D,38.874,-77.015,True
4D50-231620,Single Gunshot,2024-06-29,22:04:00,WashingtonDC4D,38.949,-77.017,True
4D50-231621,Single Gunshot,2024-06-29,22:05:07,WashingtonDC4D,38.949,-77.017,True
6D52-682038,Multiple Gunshots,2024-06-29,22:14:35,WashingtonDC6D,38.87,-76.969,True
6D52-682039,Multiple Gunshots,2024-06-29,22:14:42,WashingtonDC6D,38.87,-76.968,True
5D51-333559,Single Gunshot,2024-06-29,22:41:06,WashingtonDC5D,38.909,-77.008,True
6D52-682106,Multiple Gunshots,2024-06-29,22:51:37,WashingtonDC6D,38.901,-76.946,True
7D53-767981,Probable Gunfire,2024-06-29,23:02:10,WashingtonDC7D,38.824,-77.009,True
7D53-768003,Multiple Gunshots,2024-06-29,23:18:14,WashingtonDC7D,38.843,-76.984,True
6D52-682145,Multiple Gunshots,2024-06-29,23:19:15,WashingtonDC6D,38.887,-76.917,True
6D52-682205,Multiple Gunshots,2024-06-29,23:50:52,WashingtonDC6D,38.908,-76.931,True
7D53-768091,Probable Gunfire,2024-06-30,00:29:45,WashingtonDC7D,38.834,-76.994,True
7D53-768093,Multiple Gunshots,2024-06-30,00:33:47,WashingtonDC7D,38.842,-76.986,True
6D52-682355,Multiple Gunshots,2024-06-30,01:12:07,WashingtonDC6D,38.88,-76.927,True
6D52-682356,Multiple Gunshots,2024-06-30,01:12:12,WashingtonDC6D,38.881,-76.928,True
6D52-682357,Multiple Gunshots,2024-06-30,01:12:17,WashingtonDC6D,38.88,-76.927,True
6D52-682371,Multiple Gunshots,2024-06-30,01:23:31,WashingtonDC6D,38.877,-76.941,True
6D52-682385,Single Gunshot,2024-06-30,01:40:26,WashingtonDC6D,38.899,-76.917,True
6D52-682386,Multiple Gunshots,2024-06-30,01:42:04,WashingtonDC6D,38.888,-76.95,True
7D53-768116,Single Gunshot,2024-06-30,02:19:37,WashingtonDC7D,38.866,-76.987,True
6D52-682406,Single Gunshot,2024-06-30,03:16:40,WashingtonDC6D,38.868,-76.95,True
6D52-682407,Multiple Gunshots,2024-06-30,03:28:01,WashingtonDC6D,38.895,-76.93,True
6D52-682413,Multiple Gunshots,2024-06-30,04:06:31,WashingtonDC6D,38.883,-76.939,True
5D51-333725,Single Gunshot,2024-06-30,04:09:39,WashingtonDC5D,38.903,-76.984,True
3D48-217188,Multiple Gunshots,2024-06-30,05:55:35,WashingtonDC3D,38.915,-77.022,True
7D53-768136,Multiple Gunshots,2024-06-30,13:51:19,WashingtonDC7D,38.823,-76.998,False
4D50-231708,Multiple Gunshots,2024-06-30,16:17:04,WashingtonDC4D,38.959,-77.023,True
6D52-682506,Multiple Gunshots,2024-06-30,17:36:52,WashingtonDC6D,38.906,-76.93,True
6D52-682567,Single Gunshot,2024-06-30,19:31:38,WashingtonDC6D,38.902,-76.921,True
6D52-682619,Multiple Gunshots,2024-06-30,19:55:31,WashingtonDC6D,38.906,-76.94,True
7D53-768344,Single Gunshot,2024-06-30,20:57:25,WashingtonDC7D,38.842,-76.987,True
7D53-768469,Multiple Gunshots,2024-06-30,21:40:45,WashingtonDC7D,38.85,-76.983,True
7D53-768506,Multiple Gunshots,2024-06-30,21:58:51,WashingtonDC7D,38.843,-76.983,True
7D53-768628,Probable Gunfire,2024-06-30,23:08:20,WashingtonDC7D,38.855,-76.973,True
